1258
175,00:19,6.35,-501222
175,00:19,6.35,-501236
175,00:19,6.36,-501164
175,00:19,6.36,-501236
175,00:19,6.36,-501190
175,00:19,6.36,-501047
175,00:19,6.37,-501288
175,00:19,6.35,-501057
175,00:19,6.38,-501166
175,00:19,6.34,-501186
175,00:19,6.37,-501014
175,00:19,6.36,-501188
175,00:19,6.37,-501156
175,00:19,6.35,-501154
175,00:19,6.37,-501019
175,00:19,6.37,-501089
175,00:19,6.36,-501042
175,00:19,6.36,-501197
175,00:19,6.36,-501073
175,00:19,6.37,-501152
175,00:19,6.37,-501253
175,00:19,6.35,-501213
175,00:19,6.36,-501309
175,00:19,6.35,-501171
175,00:19,6.36,-501122
175,00:19,6.38,-501227
175,00:19,6.34,-501181
175,00:19,6.36,-501280
175,00:19,6.35,-501324
175,00:20,6.36,-501054
175,00:20,6.37,-501144
175,00:20,6.36,-501161
175,00:20,6.36,-501159
175,00:20,6.37,-501082
175,00:20,6.37,-501118
175,00:20,6.35,-501355
175,00:20,6.35,-501239
175,00:20,6.36,-501219
175,00:20,6.37,-501038
175,00:20,6.37,-501191
175,00:20,6.34,-501315
175,00:20,6.36,-501109
175,00:20,6.37,-501171
175,00:20,6.36,-501214
175,00:20,6.37,-501046
175,00:20,6.37,-501022
175,00:20,6.38,-501150
175,00:20,6.37,-501127
175,00:20,6.36,-501118
175,00:20,6.37,-501216
175,00:20,6.35,-501170
175,00:20,6.37,-501128
175,00:20,6.36,-501124
175,00:20,6.36,-501205
175,00:20,6.36,-501158
175,00:20,6.36,-501196
175,00:20,6.35,-501312
175,00:20,6.36,-501069
175,00:20,6.36,-501139
175,00:20,6.35,-501188
175,00:20,6.36,-501171
175,00:20,6.38,-501014
175,00:20,6.37,-501035
175,00:20,6.37,-501155
175,00:20,6.36,-501103
175,00:20,6.35,-501315
175,00:20,6.35,-501357
175,00:20,6.34,-501215
175,00:20,6.37,-501157
175,00:21,6.37,-501050
175,00:21,6.37,-501091
175,00:21,6.36,-501053
175,00:21,6.37,-501070
175,00:21,6.37,-501170
175,00:21,6.36,-501227
175,00:21,6.37,-501002
175,00:21,6.38,-501206
175,00:21,6.36,-501107
175,00:21,6.36,-501310
175,00:21,6.35,-501105
175,00:21,6.37,-501160
175,00:21,6.37,-501186
175,00:21,6.35,-501204
175,00:21,6.36,-501085
175,00:21,6.37,-501121
175,00:21,6.36,-501145
175,00:21,6.36,-501204
175,00:21,6.35,-501274
175,00:21,6.37,-501067
175,00:21,6.37,-501209
175,00:21,6.36,-501305
175,00:21,6.35,-501292
175,00:21,6.36,-501150
175,00:21,6.37,-501024
175,00:21,6.36,-501156
175,00:21,6.37,-501144
175,00:21,6.36,-501144
175,00:21,6.36,-501121
175,00:21,6.37,-501204
175,00:21,6.36,-501262
175,00:21,6.35,-501095
175,00:21,6.36,-501181
175,00:21,6.36,-501228
175,00:21,6.37,-501090
175,00:21,6.35,-501267
175,00:21,6.36,-501105
175,00:21,6.37,-501072
175,00:21,6.37,-501247
175,00:21,6.37,-501196
175,00:22,6.35,-501186
175,00:22,6.37,-501063
175,00:22,6.36,-501179
175,00:22,6.37,-501158
175,00:22,6.35,-501301
175,00:22,6.36,-501071
175,00:22,6.37,-501089
175,00:22,6.36,-501150
175,00:22,6.36,-501169
175,00:22,6.38,-501006
175,00:22,6.37,-501115
175,00:22,6.36,-501261
175,00:22,6.35,-501080
175,00:22,6.36,-501274
175,00:22,6.36,-501066
175,00:22,6.37,-501113
175,00:22,6.36,-501156
175,00:22,6.35,-501041
175,00:22,6.37,-501070
175,00:22,6.36,-501122
175,00:22,6.35,-501358
175,00:22,6.35,-501263
175,00:22,6.36,-501110
175,00:22,6.36,-501204
175,00:22,6.37,-501214
175,00:22,6.36,-501095
175,00:22,6.36,-501212
175,00:22,6.35,-501113
175,00:22,6.37,-501184
175,00:22,6.36,-501035
175,00:22,6.37,-501199
175,00:22,6.35,-501124
175,00:22,6.37,-501211
175,00:22,6.37,-501104
175,00:22,6.35,-501267
175,00:22,6.36,-501179
175,00:22,6.35,-501246
175,00:22,6.36,-501051
175,00:22,6.37,-501196
175,00:22,6.35,-501171
175,00:23,6.36,-501167
175,00:23,6.38,-500990
175,00:23,6.38,-501100
175,00:23,6.37,-501172
175,00:23,6.36,-501245
175,00:23,6.34,-501341
175,00:23,6.36,-501269
175,00:23,6.35,-501155
175,00:23,6.37,-501211
175,00:23,6.36,-501220
175,00:23,6.36,-501190
175,00:23,6.36,-501127
175,00:23,6.36,-501023
175,00:23,6.37,-500984
175,00:23,6.37,-501239
175,00:23,6.35,-501223
175,00:23,6.35,-501172
175,00:23,6.36,-501234
175,00:23,6.35,-501188
175,00:23,6.35,-501251
175,00:23,6.36,-501047
175,00:23,6.38,-501183
175,00:23,6.36,-501091
175,00:23,6.37,-501158
175,00:23,6.36,-501047
175,00:23,6.36,-501226
175,00:23,6.36,-501283
175,00:23,6.36,-501164
175,00:23,6.36,-501119
175,00:23,6.37,-501120
175,00:23,6.35,-501183
175,00:23,6.37,-501079
175,00:23,6.37,-501285
175,00:23,6.37,-501050
175,00:23,6.35,-501348
175,00:23,6.36,-501172
175,00:23,6.36,-501174
175,00:23,6.37,-501054
175,00:23,6.37,-501167
175,00:23,6.36,-501053
175,00:24,6.36,-501288
175,00:24,6.36,-501202
175,00:24,6.36,-501204
175,00:24,6.37,-501120
175,00:24,6.36,-501108
175,00:24,6.37,-501133
175,00:24,6.36,-501044
175,00:24,6.36,-501130
175,00:24,6.37,-501017
175,00:24,6.37,-501189
175,00:24,6.36,-501138
175,00:24,6.37,-501261
175,00:24,6.36,-501073
175,00:24,6.37,-501145
175,00:24,6.36,-501028
175,00:24,6.38,-501074
175,00:24,6.35,-501167
175,00:24,6.36,-501212
175,00:24,6.36,-501059
175,00:24,6.37,-501098
175,00:24,6.37,-501203
175,00:24,6.36,-501174
175,00:24,6.36,-501146
175,00:24,6.36,-501180
175,00:24,6.36,-501121
175,00:24,6.37,-501069
175,00:24,6.37,-501065
175,00:24,6.37,-501069
175,00:24,6.37,-501341
175,00:24,6.33,-501346
175,00:24,6.35,-501226
175,00:24,6.36,-501083
175,00:24,6.37,-501112
175,00:24,6.36,-501091
175,00:24,6.36,-501250
175,00:24,6.36,-501277
175,00:24,6.35,-501239
175,00:24,6.35,-501071
175,00:24,6.37,-501104
175,00:24,6.36,-501294
175,00:25,6.34,-501182
175,00:25,6.36,-501279
175,00:25,6.38,-500930
175,00:25,6.37,-501171
175,00:25,6.36,-501177
175,00:25,6.37,-501156
175,00:25,6.35,-501178
175,00:25,6.38,-500968
175,00:25,6.37,-501120
175,00:25,6.36,-501036
175,00:25,6.37,-501173
175,00:25,6.36,-501098
175,00:25,6.36,-501097
175,00:25,6.38,-501129
175,00:25,6.36,-501046
175,00:25,6.37,-501326
175,00:25,6.35,-501233
175,00:25,6.35,-501201
175,00:25,6.37,-501048
175,00:25,6.37,-501173
175,00:25,6.36,-501189
175,00:25,6.36,-501136
175,00:25,6.36,-501159
175,00:25,6.38,-501003
